a 安 爱 阿 啊 按 案 暗 岸 奥 唉 碍 矮 哀 昂 傲 挨 袄 埃 呵 哎 澳 艾 氨 俺 癌 凹 鞍 懊 熬 隘
a1 阿 啊 呵 腌 吖 锕 錒
a2 嗄 呵 啊
a3 呵 啊
a4 呵 啊
a5 啊 阿
aba 阿爸
lin 林 临 邻 淋 琳 鳞 凛 麟 霖 吝 躏 粼 磷 嶙 赁 臨 辚 遴 檩 蔺 鄰 懔 廪 啉 痳 凜 燐 懍 躪 瞵 鱗 麐 恡 悋 㔂 㖼 㝝 㝺 㷠 䚬 䢯 䫐 䮼 僯 厸 壣 崊 惏 斴 晽 暽 潾 瀶 獜 璘 甐 疄 矝 碄 箖 粦 繗 罧 翷 蹸 轔 鏻 隣 驎 㐭 㨆 䕲 䢧 亃 廩 撛 檁 澟 癛 癝 綝 菻 㖁 䉮 䗲 䚏 䟹 䫰 橉 焛 膦 藺 賃 躙 轥 閵
lin2 林 临 邻 淋 琳 鳞 麟 霖 粼 磷 嶙 臨 辚 遴 鄰 啉 痳 燐 瞵 鱗 麐 㔂 㖼 㝝 㝺 㷠 䚬 䢯 䫐 䮼 僯 厸 壣 崊 惏 斴 晽 暽 潾 瀶 獜 璘 甐 疄 矝 碄 箖 粦 繗 罧 翷 蹸 轔 鏻 隣 驎
lin3 凛 檩 懔 廪 凜 懍 㐭 㨆 䕲 䢧 亃 廩 撛 檁 澟 癛 癝 綝 菻
lin4 吝 躏 赁 辚 蔺 啉 躪 恡 悋 㖁 䉮 䗲 䚏 䟹 䫰 橉 淋 焛 膦 藺 賃 躙 轥 閵
linan 罹难
linba 淋巴
linbajie 淋巴结
linbang 邻邦
linbao 拎包
linbaxibao 淋巴细胞
linbiao 林彪
linbie 临别
linbing 淋病
linbo 鳞波
lincaibugou 临财不苟
linchan 临产
linchan 林产
linchang 临场
linchang 林场
linchixueshu 临池学书
linchuang 临床
lincizhibi 鳞次栉比
lincong 林丛
lindai 林带
lindaiyu 林黛玉
lindao 临到
lindi 林地
linfei 磷肥
linfen 林分
linfeng 临风
linfengguilong 麟凤龟龙
linfengyimao 麟凤一毛
ling 令 领 另 灵 零 凌 龄 铃 玲 陵 岭 拎 伶 聆 棱 菱 靈 绫 翎 羚 領 棂 呤 泠 囹 苓 嶺 瓴 鈴 齡 蛉 柃 酃 鸰 櫺 淩 琌 睖 舲 鯪 〇 㖫 㡵 㥄 㦭 㪮 㬡 㭩 㯪 㱥 㲆 㸳 㻏 㾉 䄥 䈊 䉁 䉖 䉹 䌢 䍅 䔖 䕘 䖅 䙥 䚖 䠲 䡼 䡿 䧙 䨩 䯍 䰱 䴇 䴒 䴫 刢 呬 坽 堎 夌 姈 婈 孁 岺 掕 昤 朎 欞 澪 燯 爧 狑 皊 砱 碐 祾 秢 竛 笭 紷 綾 蕶 蘦 衑 裬 詅 跉 軨 輘 醽 錂 閝 霊 霗 霛 霝 駖 魿 鲮 鴒 鹷 麢 齢 龗 彾 袊 阾 炩
ling1 拎
ling2 灵 零 凌 龄 铃 玲 陵 岭 伶 聆 棱 菱 靈 绫 翎 羚 棂 呤 泠 囹 苓 瓴 鈴 齡 蛉 柃 酃 鸰 櫺 淩 琌 睖 舲 鯪 〇 㖫 㡵 㥄 㦭 㪮 㬡 㭩 㯪 㱥 㲆 㸳 㻏 㾉 䄥 䈊 䉁 䉖 䉹 䌢 䍅 䔖 䕘 䖅 䙥 䚖 䠲 䡼 䡿 䧙 䨩 䯍 䰱 䴇 䴒 䴫 令 刢 呬 坽 堎 夌 姈 婈 孁 岺 掕 昤 朎 欞 澪 燯 爧 狑 皊 砱 碐 祾 秢 竛 笭 紷 綾 蕶 蘦 衑 裬 詅 跉 軨 輘 醽 錂 閝 霊 霗 霛 霝 駖 魿 鲮 鴒 鹷 麢 齢 龗
ling3 领 岭 領 嶺 㻏 令 岺 彾 袊 阾
ling4 令 另 呤 炩
lingai 令嫒
lingai 令爱
lingan 另案
lingban 领班
lingbian 灵便
lingbuxuxing 令不虚行
lingce 另册
lingchang 领唱
lingche 灵车
lingchen 凌晨
lingchen 灵榇
lingchi 凌迟
lingchi 陵迟
lingchuang 灵床
lingchufasui 令出法随
lingcunwei 另存为
lingda 凌达
lingdai 领带
lingdan 零担
lingdan 零蛋
lingdanmiaoyao 灵丹妙药
lingdanshengyao 灵丹圣药
lingdao 领导
lingdao 领道
lingdaooa 领导哦啊
lingdaoren 领导人
lingdasuiqiao 零打碎敲
lingdi 领地
lingdiangongsi 零点公司
lingding 零丁
lingdingguku 伶仃孤苦
lingdui 领队
lingduo 凌凙
lingduo 铃铎
lingesi 林戈斯
lingfan 灵幡
lingfu 灵府
lingfu 灵符
linggan 灵感
linggang 领港
lingge 另个
linggesi 灵格斯
linggong 灵宫
linggong 零工
linggou 领钩
lingguai 灵怪
linggubianqian 陵谷变迁
linghai 领海
linghang 领航
linghua 零花
linghua 领花
linghuchong 令狐冲
linghui 灵慧
linghui 领会
linghun 灵魂
linghuo 灵活
linghuodu 灵活度
linghuoer 零活儿
linghuoxing 灵活性
lingjia 凌驾
lingjian 令箭
lingjian 零件
lingjiang 领江
lingjiao 领教
lingjiaomozuojitou 菱角磨作鸡头
lingjie 领结
lingjin 领巾
lingjing 灵境
lingjiu 灵柩
lingjiyidong 灵机一动
lingjun 领军
lingkong 凌空
lingkong 领空
lingkou 领口
lingkuan 零宽
linglang 令郎
linglei 另类
lingli 伶俐
lingli 凌厉
lingli 凌轹
lingli 陵轹
lingling 泠泠
lingling 玲玲
linglongtitou 玲珑剔透
linglu 醽醁
linglu 领路
linglu 领陆
lingluan 凌乱
lingluan 零乱
linglue 领略
lingmao 灵猫
lingmao 翎毛
lingmiao 灵妙
lingmin 灵敏
lingmindu 灵敏度
lingming 令名
lingmu 柃木
lingmu 陵墓
lingnan 岭南
lingniu 羚牛
lingnue 凌虐
lingpai 灵牌
lingping 伶俜
lingqi 灵气
lingqian 零钱
lingqiao 灵巧
lingqiaosuida 零敲碎打
lingqibasui 零七八碎
lingqiluzao 另起炉灶
lingqin 令亲
lingqin 灵寝
lingqin 陵寝
lingqing 领情
lingqu 聆取
lingqu 领取
lingran 泠然
lingren 令人
lingrenchileng 令人齿冷
lingrenfazhi 令人发指
lingrenmoce 令人莫测
lingrenpenfan 令人喷饭
lingrenqijing 令人起敬
lingrenshenwang 令人神往
lingrenzuoou 令人作呕
lingru 凌辱
lingsan 零散
lingsheng 铃声
lingshengmu 零声母
lingshezhizhu 灵蛇之珠
lingshi 零食
lingshi 领事
lingshicaipanquan 领事裁判权
lingshiguan 领事馆
lingshou 零售
lingshou 领受
lingshu 零数
lingshu 领属
lingshui 领水
lingsuan 另算
lingsui 零碎
lingtai 灵台
lingtang 令堂
lingtang 灵堂
lingti 陵替
lingting 聆听
lingtong 灵童
lingtou 灵透
lingtou 零头 领头
lingtu 领土
linguan 林冠
linguang 磷光
lingwai 另外
lingwaie 另外呃
lingwaiyige 另外一个
lingwaiyitiao 另外一条
lingwei 灵位
lingwen 令闻
lingwu 凌侮
lingwu 领悟
lingwu 领舞
lingxi 灵犀
lingxi 领洗
lingxian 领先
lingxian 领衔
lingxiaohua 凌霄花
lingxing 另行
lingxing 灵性
lingxing 笭箵
lingxing 菱形
lingxing 零星
lingxingjinzhi 令行禁止
lingxiu 灵秀
lingxiu 领袖
lingxun 凌汛
lingxun 零讯
lingyalichi 伶牙俐齿
lingyan 灵验
lingyang 领养
lingyangguajiao 羚羊挂角
lingyanxiangkan 另眼相看
lingyi 凌夷
lingyi 灵异 另一
lingyi 陵夷
lingyifang 另一方
lingyige 另一个
lingyishan 另一扇
lingyongqian 零用钱
lingyou 领有
lingyu 囹圉
lingyu 领域
lingyuan 陵园
lingyue 灵月
lingzamiyan 凌杂米盐
lingzengzhang 零增长
lingzhang 领章
lingzhangmu 灵长目
lingzheng 领证
lingzhi 灵芝
lingzhu 领主
lingzhui 凌锥
lingzi 绫子
lingzi 翎子
lingzi 领子
lingzou 领奏
lingzu 另组
lingzui 零嘴
lingzui 领罪
lingzun 令尊
linhai 林海
linhandongsu 林寒洞肃
linhuo 磷火
lini 理你
linian 理念
liniao 利尿
linie 沴孽
lining 李宁
liniu 犁牛
linjiao 邻角
linjiaofengju 麟角凤距
linjiaofengzui 麟角凤嘴
linjiaofengzui 麟角凤觜
linjie 临界
linjie 临街
linjie 邻接
linjie 鳞介
linjin 临近
linjin 邻近
linjing 鳞茎
linjinse 邻近色
linjiyingbian 临机应变
linju 邻居
linkejuejing 临渴掘井
linken 林垦
linlangmanmu 琳琅满目
linli 林立
linli 綝纚
linli 邻里
linliao 临了
linlie 凛冽
linlijinzhi 淋漓尽致
linlike 淋漓柯
linlin 淋淋
linlin 潾潾
linlin 辚辚
linling 林龄
linlinzongzong 林林总总
linmang 林莽
linmo 临摹
linnangoumian 临难苟免
linnanzhubing 临难铸兵
linnong 林农
linpen 临盆
linpian 鳞片
linqin 林檎
linquan 林泉
linru 临蓐
linruobingshuang 凛若冰霜
linse 吝啬
linse 吝色
linshe 邻舍
linsheng 廪生
linshenlubo 临深履薄
linshi 临时
linshibaofojiao 临时抱佛脚
linshidaiban 临时代办
linshierju 临事而惧
linshigong 临时工
linshiwenjianjia 临时文件夹
linshui 邻水 临水
linsi 临死
linsou 林薮
linsuanerqingjia 磷酸二氢钾
linsuanmei 磷酸酶
lintao 林涛
lintiao 檩条
lintie 临帖
lintongdoubao 临潼斗宝
linwang 林网
linweibuju 临危不惧
linweishouming 临危受命
linweishouming 临危授命
linweizhiming 临危致命
linwenbuhui 临文不讳
linxi 吝惜
linxiafengfan 林下风范
linxiafengqi 林下风气
linxiang 林相
linxing 临刑
linxing 林型
linxuan 遴选
linxun 嶙峋
linyeju 林业局
linyesuo 林业所
linyeting 林业厅
linyindao 林阴道
linyu 淋浴 淋雨
linyu 霖雨
linyuan 林苑
linyuanxianyu 临渊羡鱼
linyue 临月
linzhan 临战
linzhao 鳞爪
linzheng 林政
linzhenmoqiang 临阵磨枪
linzhentuotao 临阵脱逃
linzhi 磷脂
linzhichengxiang 麟趾呈祥
linzhong 临终
linzhongguanhuai 临终关怀
linzi 林子
linzi 檩子
linzou 临走
liong 㶈
liong3 㶈
liou 力偶
lipaizhongyi 力排众议
lipan 离叛
lipao 礼炮
lipei 理赔
lipin 礼品
lipu 离谱
liqi 力气 利器 戾气
liqi 理气
liqi 离奇
liqi 离弃
liqian 利钱
liqian 力钱
liqihuo 力气活
liqing 沥青
liqing 离情
liqiu 力求
liqiu 立秋
liqiuzhangren 黎丘丈人
liqu 俚曲
liqu 离去
liquan 利权
liquan 礼券
liquciqiong 理屈词穷
liqunsuoju 离群索居
liran 栗然
lirang 礼让
liren 丽人
liren 历任
liren 莅任
lirendaren 立人达人
liri 丽日
lirong 立绒
liru 例如
lirui 李瑞
lirun 利润
lisanshuxue 离散数学
lise 栗色
lishandaihe 砺山带河
lishangwanglai 礼尚往来
lishe 立射
lishenchushi 立身处世
lisheng 厉声
lishenhuosu 利深祸速
lishenyangming 立身扬名
lishi 历世
lishi 历史 历是
lishi 历时
lishi 理事
lishi 砺石
lishi 砾石
lishi 立时
lishi 立誓
lishidechenai 历史的尘埃
lishiguan 历史观
lishiju 历史剧
lishimingling 历史命令
lishimodun 厉世摩钝
lishisanbei 利市三倍
lishisanke 立时三刻
lishishenchude 历史深处的
lishiwangye 历史网页
lishiweiwuzhuyi 历史唯物主义
lishiweixinzhuyi 历史唯心主义
lishixing 历史性
lishou 里手
lishu 历书
lishu 历数
lishu 礼数
lishu 隶书
lishu 隶属
lishui 利税
lishui 沥水
lishun 理顺
lisi 立嗣
lisu 俚俗
lisu 礼俗
lisuo 利索
lisuo 离索
lisuodangran 理所当然
lisuomingjiang 利锁名缰
lisuonengji 力所能及
lisuzu 傈僳族
litang 礼堂
litanzhijian 立谈之间
liti 例题
liti 立体
litidianying 立体电影
litigan 立体感
litijiao 立体角
litijiaocha 立体交叉
litijihe 立体几何
liting 力挺
litingsaoxue 犁庭扫穴
litisheng 立体声
lititu 立体图
litiwanli 离题万里
litongwaiguo 里通外国
litou 里头
litouzhibei 力透纸背
litu 力图
liu 流 留 六 刘 柳 溜 碌 浏 榴 琉 硫 瘤 馏 遛 陸 绺 泵 熘 铆 劉 蒌 旒 鎏 骝 镏 瀏 蓅 鏐 蹓 嬼 鹨 澑 㐬 㝋 㳅 㵳 㽞 䉧 䋷 䗜 䚧 䝀 䬟 䭷 䰘 䱖 䱞 䶉 嚠 媹 嵧 懰 旈 橊 沠 瑠 瑬 璢 畄 畱 疁 癅 蒥 藰 裗 鎦 鐂 镠 飀 飅 飗 餾 駠 駵 騮 驑 鰡 鶹 鷎 鹠 麍 㧕 䉹 䒥 栁 桺 橮 珋 綹 罶 羀 鉚 鋶 锍 飹 㙀 㨨 㶯 㽌 䄂 坴 塯 廇 畂 磂 翏 陆 雡 霤 鬸 鷚
liu1 溜 熘 澑
liu2 流 留 刘 浏 榴 琉 硫 瘤 馏 遛 泵 劉 旒 鎏 骝 镏 瀏 蓅 鏐 嬼 㐬 㝋 㳅 㵳 㽞 䉧 䋷 䗜 䚧 䝀 䬟 䭷 䰘 䱖 䱞 䶉 嚠 媹 嵧 懰 旈 橊 沠 瑠 瑬 璢 畄 畱 疁 癅 蒥 藰 裗 鎦 鐂 镠 飀 飅 飗 餾 駠 駵 騮 驑 鰡 鶹 鷎 鹠 麍
liu3 柳 绺 铆 蒌 㧕 䉧 䉹 䒥 䱖 栁 桺 橮 珋 綹 罶 羀 鉚 鋶 锍 飹
liu4 六 碌 溜 馏 遛 陸 熘 镏 蹓 鹨 㙀 㨨 㶯 㽌 䄂 坴 塯 廇 澑 畂 磂 翏 鎦 鐂 陆 雡 霤 餾 鬸 鷚
liuanhuaming 柳暗花明
liuban 留班
liubi 流弊
liubian 柳编
liubian 溜边
liubiao 流标
liubie 流别
liubie 留别
liubing 溜冰
liubiti 流鼻涕
liubo 流播
liubu 六部
liubu 流布
liubu 留步
liucao 溜槽
liuchan 流产
liuchang 流畅
liuchao 六朝
liucheng 流程
liucheng 留成
liuchizhigu 六尺之孤
liuchu 留出
liuchuan 留传
liuchubuan 六畜不安
liuchufenfei 六出纷飞
liucuan 流窜
liucun 留存
liucuo 留错
liuda 溜跶
liuda 溜达
liudai 留待
liudan 榴弹
liudan 流弹
liudang 流荡
liudanpao 榴弹炮
liudehua 刘德华
liudeqingshanzai 留得青山在，不愁没柴烧
liudeqingshanzaibupameichaishao 留得青山在，不怕没柴烧
liudibu 留地步
liudong 流动
liudongzichan 流动资产
liudongzijin 流动资金
liudu 流毒
liudu 留都
liuerbutongmou 六耳不同谋
liufang 流放
liufangbaishi 流芳百世
liufen 馏分
liufengyuyun 流风余韵
liufu 六腑
liugei 留给
liugenqingjing 六根清静
liugezi 六个字
liugou 遛狗
liuguan 柳罐
liuguang 溜光
liuguangyishi 流光易逝
liuhai 刘海
liuhaier 刘海儿
liuhao 溜号
liuhezhinei 六合之内
liuhoulu 留后路
liuhoushou 留后手
liuhua 溜滑
liuhua 硫化
liuhuan 刘欢
liuhuang 硫磺
liuhuaxiangjiao 硫化橡胶
liuhui 流会
liuhuo 榴火
liuhuo 流火
liuji 留级 六级
liujianbang 溜肩膀
liujiesanshi 六街三市
liujin 镏金
liujinshuoshi 流金铄石
liukou 流寇
liulan 浏览
liulandao 浏览到
liulang 流浪
liulanqi 浏览器
liulanqibenshen 浏览器本身
liulanwangye 浏览网页
liulanwanye 浏览玩也
liulei 流泪
liuli 流利 流丽
liuli 琉璃
liulian 榴莲
liulian 留恋
liulian 留连
liuliang 流量
liuliangfei 流量费
liulianwangfan 流连忘返
liulidianpei 流离颠沛
liuliqiu 琉璃球
liulishisuo 流离失所
liulisuowei 流离琐尾
liuliu 溜溜
liuliu 飗飗
liuliuer 溜溜儿
liuliuzhuan 溜溜转
liuliwa 琉璃瓦
liulizhuanxi 流离转徙
liulu 六路
liulu 流露
liuluhuahong 柳绿花红
liulun 六轮
liuluojianghu 流落江湖
liuma 遛马
liumaishenjian 六脉神剑
liumang 流氓
liumangruanjian 流氓软件
liumangrujin 流氓如今
liumangwuchanzhe 流氓无产者
liumayangmo 六马仰秣
liumei 柳眉
liumeiti 流媒体
liumen 溜门
liumen 留门
liumian 柳绵
liumin 流民
liuming 流明
liunan 留难
liunian 六年
liunian 留念
liuniansishui 流年似水
liuniao 留鸟
liuniao 遛鸟
liupai 流派
liupan 流盼
liuping 溜平
liuqi 刘淇
liuqi 流气
liuqiang 柳腔
liuqie 绺窃
liuqin 柳琴
liuqinburen 六亲不认
liuqing 留情
liuqinwukao 六亲无靠
liuren 六壬
liuren 留任
liusan 流散
liusha 流沙
liushang 流觞
liushen 留神
liushengji 留声机
liushenwuzhu 六神无主
liushi 流势
liushi 流失
liushi 流矢
liushi 流逝
liushi 流食
liushi 遛食
liushisheng 流失生
liushou 留守
liushu 六书
liushui 流水
liushuibufu 流水不腐，户枢不蠹
liushuichaozong 流水朝宗
liushuiluohua 流水落花
liushuitaohua 流水桃花
liushuixi 流水席
liushuixian 流水线
liushuizhang 流水账
liushuizuoye 流水作业
liushushangzhaodao 柳树上着刀，桑树上出血
liusi 柳丝
liusu 流苏
liusu 流速
liusu 留宿
liusuan 硫酸
liusuola 刘索拉
liutang 流淌
liutaosanlue 六韬三略
liuti 柳体
liuti 流体
liuti 留题
liutiao 柳条
liutiaomao 柳条帽
liutong 流通
liuwaner 溜弯儿
liuwaner 遛弯儿
liuwang 流亡
liuwang 流网
liuwei 瘤胃
liuweiba 留尾巴
liuxi 流徙
liuxia 留下
liuxiajieyin 柳下借阴
liuxiandan 榴霰弹
liuxiang 刘翔
liuxiang 流向
liuxianqin 六弦琴
liuxianxing 流线型
liuxie 流泻
liuxin 留心
liuxing 流刑
liuxing 流行 流星
liuxingbing 流行病
liuxingdian 流行点
liuxingganyue 流星赶月
liuxinggequ 流行歌曲
liuxingkanzhi 流行坎止
liuxingse 流行色
liuxingyu 流星雨
liuxue 流血
liuxuesheng 留学生
liuxumapi 柳絮马屁
liuxupaima 溜须拍马
liuya 刘亚
liuyan 留言
liuyanfeiyu 流言蜚语
liuyang 留洋
liuyanlei 流眼泪
liuyanzhiyuzhizhe 流言止于智者
liuyao 柳腰
liuyedao 柳叶刀
liuyi 六艺
liuyi 流溢
liuyi 留医
liuyi 留意
liuyiertongjie 六一儿童节
liuying 流萤
liuying 留影
liuyishou 留一手
liuyong 留用
liuyu 流域
liuyudi 留余地
liuyuefeishuang 六月飞霜
liuyunshan 刘云山
liuzai 留在
liuzaoer 溜早儿
liuzaoer 遛早儿
liuzhe 留着 六折
liuzhen 留针
liuzhi 六只
liuzhi 流质
liuzhi 留职
liuzhidaji 溜之大吉
liuzhier 六指儿
liuzhihuye 溜之乎也
liuzhou 柳州
liuzhou 碌碡
liuzhou 磟碡
liuzhu 留驻
liuzhuan 流转
liuzhuo 溜桌
liuzi 柳子
liuzi 溜子
liuzi 瘤子
liuzi 绺子
liuzi 镏子
liuzixi 柳子戏
liwai 例外
liwaili 里外里
liwankuanglan 力挽狂澜
liwo 理我 里我
liwu 礼物
liwu 里屋
lixi 利息
lixia 立夏
lixian 离线
lixian 立宪
lixian 里弦
lixiang 理想
lixiang 立项
lixiang 里巷
lixiangbeijing 离乡背井
lixianxiashi 礼贤下士
lixianzouban 离弦走板
lixianzoubaner 离弦走板儿
lixiaqu 历下区
lixing 理性
lixinggongshi 例行公事
lixingjieyue 厉行节约
lixingrenshi 理性认识
lixinli 离心力
lixinlide 离心离德
lixiqiuhao 利析秋毫
lixisuodeshui 利息所得税
lixiu 离休
lixu 吏胥
lixue 力学
lixueyuan 理学院
liyan 例言
liyan 立言
liyang 李阳
liyi 利益 李毅 李一 李义 李易 李怡 李艺 李屹 李益 李翼 李逸 离异
liyi 疠疫
liyi 礼仪
liyi 立意
liyiji 郦食其
liyilianchi 礼义廉耻
liying 理应
liyinglan 李英兰
liyingwaihe 里应外合
liyixiaojie 礼仪小姐
liyong 利用
liyonghousheng 利用厚生
liyou 理由
liyouya 理由呀
liyu 俚语
liyu 利于
liyu 礼遇
liyuandizi 梨园弟子
liyuanxi 梨园戏
liyuanzidi 梨园子弟
liyububaizhidi 立于不败之地
liyue 立约
liyutiaolongmen 鲤鱼跳龙门
liyuxunxin 利欲熏心
lizan 礼赞
lizaochunpa 丽藻春葩
lizha 篱栅
lizhan 力战
lizhang 犁杖
lizhang 立账
lizhe 离辙
lizheng 例证
lizheng 力证
lizheng 厘正
lizheng 立正
lizhengshangyou 力争上游
lizhi 丽质
lizhi 励志
lizhi 吏治
lizhi 理智 立志
lizhi 离职
lizhi 荔枝
lizhijinjian 例直禁简
lizhiqizhuang 理直气壮
lizhisuoqu 利之所趋
lizhisuoyou 利之所诱
lizhou 立轴
lizhu 力主
lizhuizhidi 立锥之地
lizi 例子 李子
lizi 栗子
lizi 狸子
lizi 立字
lizi 粒子
lizi 里子
lizi 隶字
lizichengqiyi 李自成起义
lizijian 离子键
lizu 隶卒
lizu 黎族
lizudian 立足点
lizui 利嘴
lizuo 力作
lizuzhidi 立足之地
lo 咯
lo5 咯
long 龙 隆 笼 胧 拢 咙 垄 聋 珑 窿 陇 龍 茏 栊 籠 垅 攏 嚨 瀧 眬 砻 聾 矓 朧 泷 瓏 蘢 衖 霳 㚅 㝫 㡣 㦕 㰍 䃧 䆍 䏊 䙪 䥢 䪊 儱 屸 嶐 巃 巄 昽 曨 槞 櫳 湰 滝 漋 爖 癃 礱 礲 竜 篭 蠪 蠬 襱 豅 躘 鏧 鑨 靇 驡 鸗 龒 龓 㙙 㴳 䡁 壟 壠 竉 隴 㑝 㛞 㟖 㢅 㳥 哢 徿 挊 挵 梇 硦 贚
long1 隆 霳
long2 龙 隆 笼 胧 咙 聋 珑 窿 龍 茏 栊 籠 嚨 瀧 眬 砻 聾 矓 朧 泷 瓏 蘢 㚅 㝫 㡣 㦕 㰍 䃧 䆍 䏊 䙪 䥢 䪊 儱 屸 嶐 巃 巄 昽 曨 槞 櫳 湰 滝 漋 爖 癃 礱 礲 竜 篭 蠪 蠬 襱 豅 躘 鏧 鑨 霳 靇 驡 鸗 龒 龓
long3 拢 笼 垄 陇 籠 垅 攏 㙙 㴳 䡁 壟 壠 竉 篭 隴
long4 衖 㑝 㛞 㟖 㢅 㳥 哢 徿 挊 挵 梇 硦 贚
longan 拢岸
longbi 癃闭
longchi 龙齿
longchuan 龙船
longcong 珑璁
longcong 茏葱
longdeng 龙灯
longdong 隆冬
longdong 龙洞
longduan 垄断
longfeifengwu 龙飞凤舞
longfengchengxiang 龙凤呈祥
longganbaotai 龙肝豹胎
longganfengnao 龙肝凤脑
longgong 拢共
longgong 龙宫
longgou 垄沟
longgu 龙骨
longguche 龙骨车
longhuo 笼火
longhuo 龙火
longjiangju 龙江剧
longju 陇剧
longjuanfen 龙卷分
longjuanfeng 龙卷风
longjufengchu 龙驹凤雏
longkang 砻糠
longling 珑玲
longlong 隆隆
longluo 笼络
longluorenxin 笼络人心
longmai 龙脉
longmajingshen 龙马精神
longmen 龙门
longmenbao 龙门刨
longmendiao 龙门吊
longmenshiku 龙门石窟
longmenzhen 龙门阵
longmingshihou 龙鸣狮吼
longpanfengyi 龙蟠凤逸
longpanhuju 龙盘虎踞
longpanhuju 龙蟠虎踞
longqing 隆庆
longqing 隆情
longshanwenhua 龙山文化
longshefeidong 龙蛇飞动
longshehunza 龙蛇混杂
longsheng 隆盛
longshengjiuzi 龙生九子
longtang 弄堂
longtanhuxue 龙潭虎穴
longtenghuyue 龙腾虎跃
longti 笼屉
longtiaohuwo 龙跳虎卧
longtong 儱侗
longtong 笼统
longtou 笼头
longwang 龙王
longxia 龙虾
longxianghubu 龙骧虎步
longxianghushi 龙骧虎视
longxinghubu 龙行虎步
longxiong 隆胸
longxuexuanhuang 龙血玄黄
longxumian 龙须面
longyan 龙眼
longyin 拢音
longyingtai 龙应台
longyinhuxiao 龙吟虎啸
longyuefengming 龙跃凤鸣
longzhangfengzi 龙章凤姿
longzhao 笼罩
longzhenghudou 龙争虎斗
longzhong 隆重
longzhongniao 笼中鸟
longzhongzhiniao 笼中之鸟
longzhou 龙舟
longzhun 隆准
longzi 拢子
longzi 笼子 聋子
longzong 拢总
longzui 笼嘴
longzuo 垄作
loose 咯哦色
lou 楼 露 漏 搂 陋 喽 篓 髅 娄 樓 镂 偻 蒌 蝼 摟 瘘 窭 耧 嘍 婁 艛 蔞 嵝 甊 簍 㟺 㡞 㥪 㲎 㺏 䄛 䅹 䝏 䣚 䫫 䮫 䱾 僂 剅 廔 溇 漊 熡 瞜 耬 螻 謱 軁 遱 鞻 髏 鷜 㪹 塿 嶁 㔷 屚 瘺 瘻 鏤
lou1 搂 摟
lou2 楼 搂 喽 髅 娄 樓 偻 蒌 蝼 窭 耧 嘍 婁 艛 蔞 㟺 㡞 㥪 㲎 㺏 䄛 䅹 䝏 䣚 䫫 䮫 䱾 僂 剅 廔 溇 漊 熡 瞜 耬 螻 謱 軁 遱 鞻 髏 鷜
lou3 搂 篓 摟 嵝 甊 簍 㪹 䅹 䝏 塿 嶁
lou4 露 漏 陋 镂 瘘 㔷 䫫 屚 瘺 瘻 鏤
lou5 喽 嘍
loubai 露白
louban 楼板
loubao 搂抱
loubo 耧播
louceng 楼层
louche 耧车
louchenchuiying 镂尘吹影
louchuang 漏窗
loudao 楼道
loudi 露底
loudian 漏电
louding 楼顶
loudong 漏洞
loudongbaichu 漏洞百出
loudou 漏兜
loudou 漏斗
loufang 楼房
loufeng 漏风
loufu 露富
loufuchongji 漏脯充饥
lougu 蝼蛄
louguan 瘘管
louguang 漏光
lougui 陋规
lougumingxin 镂骨铭心
louhao 蒌蒿
louhou 楼后
louhu 漏壶
louhua 楼花
loujingenglan 漏尽更阑
louke 镂刻
loukong 镂空
loulian 露脸
louluo 喽啰
loumajiao 露马脚
loumiao 露苗
loupan 楼盘
louqie 露怯
loushang 楼上
loushangde 楼上的
loushanglouxia 楼上楼下
loushao 漏勺
loushi 楼市
loushi 漏失
loushui 漏税
lousu 陋俗
loutikou 楼梯口
loutou 搂头
loutougailian 搂头盖脸
loutuo 漏脱
louwangzhiyu 漏网之鱼
louwengwojiaofu 漏瓮沃焦釜
louxia 楼下
louxian 露馅
louxianer 露馅儿
louxiang 露相
louxiechunguang 漏泄春光
louxinkegu 镂心刻骨
louye 漏夜
louye 蒌叶
louyi 蝼蚁
louyishou 露一手
louyuecaiyun 镂月裁云
louzhen 漏诊
louzhi 蝼螲
louzhinanman 漏卮难满
louzhu 楼主
louzi 娄子
louzi 漏子
louzi 篓子
louzui 漏嘴
